dataset,model,policy,policy_key,seed,n_stream_rows,n_init_train_rows,scorer,n_alarms,n_adaptations,n_skip,n_nudge,n_rebuild,n_degraded,n_alarms_deferred,n_alarms_coalesced,n_alarms_unserved,n_reference_carried,n_nudge_attempts,n_nudge_successes,n_adaptations_with_placeholders,total_placeholder_rows,initial_placeholder_rows,total_work_units,total_estimators_fitted,total_rows_processed,total_passes,total_wall_clock_s,total_energy_kwh,initial_work_units,final_prequential_accuracy,mean_prequential_accuracy,final_prequential_balanced_accuracy,mean_prequential_balanced_accuracy,model_size_unit,initial_model_size,final_model_size,initial_n_nodes,final_n_nodes,inference_unit,initial_inference_units,final_inference_units,inference_growth,initial_predict_us_per_row,final_predict_us_per_row,run_wall_clock_s,config_json
insects_abrupt,xgb,NeverAdapt,never_adapt,3,47564,4227,balanced_accuracy,9,9,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,2.9314540554883743e-05,422700,0.276,0.5618324783449667,0.6358500608272507,0.5689607474919983,rounds,100,100,29416,29416,node_visits,3673.036,3673.036,1.0,22.010600001522107,23.712400001386413,9.41594729999997,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,AlwaysRebuild,always_rebuild,3,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,2,3,0,986400,1000,9864,1000,7.706814899996971,5.045863333299493e-05,422700,0.163,0.5764443696913633,0.6283780848105666,0.5782521944561178,trees,100,100,123430,18236,node_visits,1314.574,950.687,0.7231901741552776,38.44349999781116,30.74190000188537,15.220495800000208,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,MechanismSelector,mechanism_selector,3,47564,4227,balanced_accuracy,9,9,5,1,3,1,0,0,0,1,3,1,2,5,0,224800,315,4528,315,2.0153410000020813,3.076723500065961e-05,422700,0.69,0.5066226557900934,0.31638099582898854,0.5092889938663353,trees,100,100,123430,33696,node_visits,1314.574,980.429,0.7458149940589118,40.759799998340895,42.89240000071004,9.846686199998658,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,FixedSchedule(k=3),fixed_schedule,3,47564,4227,balanced_accuracy,9,9,0,6,3,0,0,0,0,1,6,,2,6,0,236800,330,6928,330,1.8595085999986622,2.8119744166670332e-05,422700,0.368,0.39838953830628204,0.478739789711505,0.39703505709339276,trees,100,100,123430,32026,node_visits,1314.574,1005.951,0.7652296485401354,39.41500000291853,44.952700001886114,9.38554970000041,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,AlwaysNudge,always_nudge,3,47564,4227,balanced_accuracy,9,9,0,9,0,0,0,0,0,0,9,,5,14,0,34045,45,6809,45,0.30293049999090726,2.4273550555897614e-05,422700,0.26,0.553149440753511,0.6413875130344109,0.5608159351695551,trees,100,100,123430,76784,node_visits,1314.574,1051.958,0.8002272979687717,38.32690000126604,32.22689999893191,8.29443469999751,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,rf,NeverAdapt,never_adapt,3,47564,4227,balanced_accuracy,9,9,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,2.2227321666332682e-05,422700,0.23,0.5554621142040198,0.6529153632255822,0.563363037299343,trees,100,100,123430,123430,node_visits,1314.574,1314.574,1.0,40.38579999905778,40.55859999789391,7.718218199999683,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,AlwaysRebuild,always_rebuild,3,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,2,3,0,2807392,0,9576,2857,1.2992999000016425,8.196090833332522e-06,731271,0.104,0.1895551257253385,0.3003899461244352,0.1866884958580393,params,204,204,,,params_read,204.0,204.0,1.0,0.44469999920693226,0.917900000786176,4.055252799997106,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,MechanismSelector,mechanism_selector,3,47564,4227,balanced_accuracy,10,10,7,2,1,0,0,0,0,0,3,2,0,0,0,97400,0,3400,98,0.11166960000264226,3.7040811111086455e-06,731271,0.334,0.19857455218232276,0.20352798053527982,0.1998734794548496,params,204,204,,,params_read,204.0,204.0,1.0,0.4666999993787613,0.6676000011793803,2.7854471000027843,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,FixedSchedule(k=3),fixed_schedule,3,47564,4227,balanced_accuracy,10,10,0,7,3,0,0,0,0,0,7,,0,0,0,330209,0,8209,332,0.3348987000026682,4.796696666989611e-06,731271,0.067,0.21871583550584475,0.2891369047619048,0.21665839334952586,params,204,204,,,params_read,204.0,204.0,1.0,0.4576999999699183,0.4412000016600359,3.147720400000253,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,AlwaysNudge,always_nudge,3,47564,4227,balanced_accuracy,10,10,0,10,0,0,0,0,0,0,10,,0,0,0,7788,0,7788,10,0.08167360000152257,3.765141944446689e-06,731271,0.05,0.2112942561601211,0.25060827250608275,0.20869669601196103,params,204,204,,,params_read,204.0,204.0,1.0,0.42810000013560057,0.47959999938029796,2.833313300001464,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,sgd,NeverAdapt,never_adapt,3,47564,4227,balanced_accuracy,11,11,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,3.0414227784327246e-06,731271,0.01,0.1879152300058868,0.040625,0.1906880423668207,params,204,204,,,params_read,204.0,204.0,1.0,1.0747999986051582,0.4415000003064051,2.6970047000031627,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,AlwaysRebuild,always_rebuild,3,47564,4227,balanced_accuracy,10,10,0,0,10,0,0,0,0,0,0,,3,4,0,9384,0,9384,10,0.03539970000565518,1.4958683333292876e-06,4227,0.299,0.5725548734336894,0.7058361574556831,0.5733682680547112,params,402,402,,,params_read,402.0,402.0,1.0,1.9079999983659945,1.870500000222819,2.2344947999990836,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,MechanismSelector,mechanism_selector,3,47564,4227,balanced_accuracy,11,11,8,1,2,1,0,0,0,1,2,1,1,1,0,2728,0,2728,4,0.013325700001587393,1.245833055217607e-06,4227,0.233,0.4051803885291397,0.49015250260688215,0.4023382415452221,params,402,402,,,params_read,402.0,402.0,1.0,2.1037999977124855,2.1562999972957186,2.22548420000021,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,FixedSchedule(k=3),fixed_schedule,3,47564,4227,balanced_accuracy,11,11,0,8,3,0,0,0,0,0,8,,0,0,0,9086,0,9086,11,0.02957330000208458,1.3552272222249095e-06,4227,0.21,0.41750063072912286,0.6685132082029892,0.4161156070580471,params,402,402,,,params_read,402.0,402.0,1.0,1.6710999989300035,1.8234999988635536,2.252266300001793,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,AlwaysNudge,always_nudge,3,47564,4227,balanced_accuracy,7,7,0,7,0,0,0,0,0,0,7,,0,0,0,5600,0,5600,7,0.018014700002822792,1.209339444445959e-06,4227,0.661,0.4888571188293667,0.6478775634341327,0.48718297247645137,params,402,402,,,params_read,402.0,402.0,1.0,1.9962000005762093,1.6711999996914528,2.260870899997826,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_abrupt,gnb,NeverAdapt,never_adapt,3,47564,4227,balanced_accuracy,8,8,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,1.2163122228910365e-06,4227,0.701,0.4918425700109326,0.6579531630170317,0.49116669023416265,params,402,402,,,params_read,402.0,402.0,1.0,1.8646000025910325,2.0398999986355193,2.1596403000003193,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,AlwaysRebuild,always_rebuild,3,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,588800,700,5888,700,8.594439900003636,4.2624282221886686e-05,193200,0.608,0.5131354957441914,0.5353198653198653,0.5092618247809012,rounds,100,100,8232,6928,node_visits,1833.129,1732.201,0.9449422271973222,20.271699999284465,20.825999999942724,13.179054799998994,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,MechanismSelector,mechanism_selector,3,21735,1932,balanced_accuracy,5,5,0,1,4,0,0,0,0,0,5,1,3,13,1,405855,425,7755,425,6.883044599999266,3.789786638920893e-05,193200,0.521,0.3899240855762595,0.2540978411566647,0.3967950636678477,rounds,100,100,8232,13408,node_visits,1833.129,2566.164,1.399881841376139,21.61049999995157,16.40130000305362,11.822604099997989,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,FixedSchedule(k=3),fixed_schedule,3,21735,1932,balanced_accuracy,7,7,0,5,2,0,0,0,0,0,5,,5,13,1,216350,225,5270,225,4.115343700006633,2.7093161111441614e-05,193200,0.393,0.4339084426040948,0.4698039215686274,0.43522763811490917,rounds,100,105,8232,15346,node_visits,1833.129,2889.309,1.5761623977363297,18.555099999503,18.476799999916693,8.938405299999431,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,AlwaysNudge,always_nudge,3,21735,1932,balanced_accuracy,6,6,0,6,0,0,1,0,0,1,6,,4,12,1,19855,30,3971,30,1.2022757999984606,1.883743138889355e-05,193200,0.0,0.28428801472279736,0.0,0.295254943738491,rounds,100,130,8232,9994,node_visits,1833.129,2230.317,1.2166721490958903,18.58399999764515,18.329499998799292,6.385992299998179,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,xgb,NeverAdapt,never_adapt,3,21735,1932,balanced_accuracy,7,7,7,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0.0,1.35866374996611e-05,193200,0.034,0.2782608695652174,0.2335115864527629,0.3060491100450692,rounds,100,100,8232,8232,node_visits,1833.129,1833.129,1.0,18.924500000139233,18.052700001135236,4.8620880999988,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,AlwaysRebuild,always_rebuild,3,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,5,11,1,547200,700,5472,700,4.319387100003951,2.6384355833336334e-05,193200,0.73,0.48971704623878537,0.6228461081402258,0.48699222347986154,trees,100,100,26516,11726,node_visits,878.618,887.233,1.0098051713031146,27.88670000154525,29.75220000007539,8.853455399999802,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,MechanismSelector,mechanism_selector,3,21735,1932,balanced_accuracy,7,7,1,0,6,1,0,0,0,1,5,0,5,23,1,454460,625,7748,625,3.88407129999905,2.908822888822023e-05,193200,0.529,0.4766045548654244,0.24309368191721134,0.47280895066410555,trees,100,100,26516,8912,node_visits,878.618,777.917,0.8853870510278642,27.367700000468176,32.24419999969541,8.85097769999993,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,FixedSchedule(k=3),fixed_schedule,3,21735,1932,balanced_accuracy,6,6,0,4,2,0,0,0,0,0,4,,4,10,1,212350,220,4470,220,1.6635677000012947,1.764202500032176e-05,193200,0.423,0.2738900391074304,0.16602693602693605,0.28664597428878585,trees,100,100,26516,38002,node_visits,878.618,1027.62,1.1695867828794764,32.39299999768264,32.56570000303327,6.3341809999983525,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,AlwaysNudge,always_nudge,3,21735,1932,balanced_accuracy,7,7,0,7,0,0,1,0,0,1,7,,5,15,1,21390,35,4278,35,0.20563830000173766,1.32519524999933e-05,193200,0.03,0.2493213710605015,0.20855614973262035,0.2783739582688686,trees,100,100,26516,21402,node_visits,878.618,790.468,0.8996719848671435,27.928899999096757,26.29979999983334,5.11043029999928,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,rf,NeverAdapt,never_adapt,3,21735,1932,balanced_accuracy,7,7,7,0,0,0,1,0,0,1,0,,0,0,1,0,0,0,0,0.0,1.2454114167000841e-05,193200,0.03,0.25120772946859904,0.20380273321449793,0.2803888466859918,trees,100,100,26516,26516,node_visits,878.618,878.618,1.0,29.370899999776157,30.98859999954584,4.821016999998392,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,AlwaysRebuild,always_rebuild,3,21735,1932,balanced_accuracy,4,4,0,0,4,0,0,0,0,0,0,,2,4,1,2118000,0,3896,2222,0.9126558999996632,5.985034166664014e-06,1932000,0.303,0.17768576029445596,0.14995642701525055,0.18601736692210033,params,204,204,,,params_read,204.0,204.0,1.0,0.44019999768352136,0.7360000017797574,3.470623600002,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,MechanismSelector,mechanism_selector,3,21735,1932,balanced_accuracy,6,6,4,1,1,0,0,0,0,0,2,1,0,0,1,100600,0,2600,101,0.10962280000239844,2.971848889218425e-06,1932000,0.346,0.19305268000920175,0.1655892255892256,0.1992394592242572,params,204,204,,,params_read,204.0,204.0,1.0,0.5776999969384633,0.5320999989635311,2.6583885999971244,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,FixedSchedule(k=3),fixed_schedule,3,21735,1932,balanced_accuracy,4,4,0,3,1,0,0,0,0,0,3,,1,3,1,1002316,0,3316,1003,0.5338889999984531,4.305879722228136e-06,1932000,0.297,0.16724177593742812,0.14773420479302832,0.17573248516181064,params,204,204,,,params_read,204.0,204.0,1.0,1.216000000567874,0.4928999987896532,3.087634799998341,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,AlwaysNudge,always_nudge,3,21735,1932,balanced_accuracy,5,5,0,5,0,0,0,0,0,0,5,,0,0,1,3916,0,3916,5,0.03414900000279886,2.4593552774442823e-06,1932000,0.189,0.2126984126984127,0.2915785304020598,0.21488326776902555,params,204,204,,,params_read,204.0,204.0,1.0,0.4436999988683965,0.5498999998962972,2.5158293999993475,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,sgd,NeverAdapt,never_adapt,3,21735,1932,balanced_accuracy,6,6,6,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0.0,2.4681819437804703e-06,1932000,0.055,0.17152058891189326,0.39185977421271545,0.2058699595780341,params,204,204,,,params_read,204.0,204.0,1.0,0.43589999768300913,0.4580000022542663,2.434841399997822,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,AlwaysRebuild,always_rebuild,3,21735,1932,balanced_accuracy,7,7,0,0,7,0,0,0,0,1,0,,4,10,1,5640,0,5640,7,0.036165499994240236,1.0172808329974371e-06,1932,0.778,0.5756153669197147,0.40573776985541693,0.5482800326411313,params,402,402,,,params_read,402.0,402.0,1.0,2.2677999986626673,1.7169000020658132,2.040443800000503,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
insects_gradual,gnb,MechanismSelector,mechanism_selector,3,21735,1932,balanced_accuracy,7,7,1,2,4,1,0,0,0,1,5,2,2,4,1,6724,0,6724,9,0.031791199995495845,1.4384194444356874e-06,1932,0.741,0.565631469979296,0.3027450980392157,0.5383971044467268,params,402,402,,,params_read,402.0,402.0,1.0,2.641400002175942,2.5538000008964445,2.166700599998876,"{""adwin_delta"": 0.002, ""buffer_size"": 1000, ""chunk_size"": 2000, ""energy_country_iso"": ""USA"", ""eval_block"": 1000, ""floor_drop"": 0.02, ""holdout_frac"": 0.2, ""init_frac"": 0.1, ""init_holdout_frac"": 0.2, ""k"": 3, ""min_buffer"": 100, ""n_ref"": 200, ""probe_rows"": 1000, ""track_energy"": true}"
